228,26,28
55,126,184
77,175,74
152,78,163
255,127,0
255,255,51
166,86,40
247,129,191
153,153,153
0,255,255
0,111,87
180,153,255
109,32,255
114,255,154
104,107,0
255,207,148
99,193,254
0,178,165
172,0,90
194,170,0
248,204,255
242,3,255
253,0,129
207,135,120
172,201,141
146,216,0
94,89,135
157,136,75
166,92,113
163,85,255
176,132,178
231,255,187
183,230,255
0,132,0
255,177,183
114,128,255
134,153,193
143,210,195
95,135,89
206,1,166
255,97,101
234,135,255
67,134,140
0,91,255
0,212,143
167,38,36
255,204,48
192,195,243
132,146,0
141,0,215
218,162,90
188,255,227
0,165,200
134,117,181
195,116,0
117,173,136
119,88,37
0,209,226
25,157,255
222,94,41
56,102,125
204,60,89
190,0,240
205,225,102
255,58,196
0,255,55
200,97,163
0,250,200
0,147,116
143,60,112
218,164,209
57,108,48
135,74,68
0,215,76
190,106,221
95,100,198
127,179,197
255,149,106
146,167,93
184,255,0
146,173,255
148,108,0
160,0,154
255,164,0
212,106,127
146,180,22
218,175,255
214,195,107
248,137,149
1,150,76
122,83,179
191,58,0
143,220,115
255,234,133
173,117,82
206,139,164
154,228,176
117,79,123
41,97,172
192,92,80
176,139,0
255,26,80
255,94,149
102,116,156
187,62,124
153,104,144
0,210,183
227,104,214
0,177,117
194,71,193
162,60,80
219,129,70
182,159,210
255,169,254
180,255,125
92,132,38
170,252,254
29,126,247
95,143,171
159,198,233
192,200,1
255,62,0
0,113,116
120,122,62
151,126,235
123,192,117
127,84,255
0,160,0
119,219,255
216,144,5
97,159,164
247,179,146
86,189,0
255,183,222
106,134,200
182,161,77
175,189,85
212,222,153
255,115,69
201,0,49
99,165,217
154,97,196
233,221,0
184,255,182
224,60,152
139,75,0
0,124,154
156,57,11
38,127,80
117,184,177
126,226,231
215,0,111
234,255,133
159,27,191
225,76,71
255,182,96
158,96,83
169,131,207
190,142,93
175,9,129
201,131,255
182,114,115
124,202,159
212,133,194
106,159,96
145,107,57
181,116,146
222,111,92
131,99,152
173,65,150
91,157,138
146,38,255
255,133,233
164,171,218
193,91,0
137,240,218
103,163,3
89,100,45
23,233,129
139,148,227
239,156,187
178,105,178
191,3,0
57,182,195
133,124,7
167,71,58
137,78,98
235,76,110
233,9,206
74,76,222
126,144,68
129,62,162
85,104,255
227,179,48
231,157,148
227,95,255
58,126,112
69,113,0
200,142,218
0,154,148
