228,26,28
55,126,184
77,175,74
152,78,163
255,127,0
255,255,51
166,86,40
247,129,191
153,153,153
0,255,255
48,84,57
88,0,220
231,216,255
139,0,63
255,210,164
169,143,255
114,255,154
103,193,254
0,142,126
115,113,0
199,176,2
67,75,103
220,0,134
242,3,255
111,195,171
104,61,54
207,135,120
208,255,234
144,68,255
0,127,52
139,216,0
147,99,112
180,207,142
131,123,163
161,146,86
158,17,0
194,161,202
116,0,164
0,100,109
92,71,4
254,188,207
183,230,255
0,83,255
255,92,112
111,52,98
103,159,176
242,255,176
180,61,79
236,134,255
105,121,255
104,135,100
92,92,171
164,3,130
224,166,93
192,119,0
193,98,155
255,210,80
179,189,255
186,96,236
0,206,221
138,152,0
0,77,153
124,100,60
61,92,0
126,154,214
221,98,55
0,214,131
110,88,122
126,55,0
255,183,255
87,122,134
135,172,125
255,57,195
5,245,196
158,188,207
191,241,111
255,166,142
0,173,124
197,0,194
170,0,233
0,255,60
5,152,255
84,60,136
183,134,156
67,111,97
241,0,90
153,226,217
150,187,76
75,143,0
163,116,92
172,122,183
136,61,81
203,100,114
87,105,60
110,158,144
0,201,3
216,214,0
123,70,178
0,177,171
58,100,135
255,170,0
149,101,0
100,65,253
162,232,184
206,169,255
127,40,35
255,127,96
139,116,213
189,55,0
150,2,166
159,73,125
226,153,170
0,170,221
213,104,208
180,0,95
167,255,0
186,177,126
0,141,166
132,219,113
178,144,1
162,164,198
136,83,68
233,84,145
255,67,0
191,0,39
217,131,70
51,3,255
115,152,77
99,105,135
109,135,168
142,107,143
0,100,43
221,202,126
110,229,255
124,0,238
1,121,244
126,125,68
47,144,96
193,136,231
110,61,131
45,100,181
131,202,145
158,60,43
104,120,190
219,146,12
192,255,175
24,220,202
129,3,118
90,127,52
171,91,84
255,132,145
194,207,238
222,75,77
232,161,210
125,79,10
213,164,136
158,140,201
0,88,77
209,232,185
135,100,171
255,110,230
117,185,190
206,5,251
89,65,97
213,58,172
184,253,255
119,78,100
115,177,0
194,202,88
205,134,189
66,69,164
222,188,224
196,72,120
173,168,76
197,94,0
148,255,224
69,80,31
238,237,112
255,152,87
157,27,48
1,84,113
216,122,154
163,121,59
137,37,95
2,154,64
3,226,82
12,124,129
0,118,79
186,139,97
105,75,43
161,205,181
255,229,147
255,191,105
159,208,255
148,125,22
95,92,8
186,81,198
137,177,255
124,173,210
190,110,67
